Country,Element,Item,Year,Value
Antigua and Barbuda,Import Quantity,Barley and products,1995,0
Antigua and Barbuda,Import Quantity,Barley and products,2000,0
Antigua and Barbuda,Import Quantity,Barley and products,2005,0
Antigua and Barbuda,Import Quantity,Barley and products,2010,0
Antigua and Barbuda,Import Quantity,Barley and products,2011,0
Antigua and Barbuda,Import Quantity,Barley and products,2012,0
Antigua and Barbuda,Import Quantity,Barley and products,2013,0
Antigua and Barbuda,Production,Maize and products,1965,0
Antigua and Barbuda,Production,Maize and products,1970,0
Antigua and Barbuda,Production,Maize and products,1975,0
Antigua and Barbuda,Production,Maize and products,1980,0
Antigua and Barbuda,Production,Maize and products,1985,0
Antigua and Barbuda,Production,Maize and products,1990,0
Antigua and Barbuda,Production,Maize and products,1995,0
Antigua and Barbuda,Production,Maize and products,2000,0
Antigua and Barbuda,Production,Maize and products,2005,0
Antigua and Barbuda,Production,Maize and products,2010,0
Antigua and Barbuda,Production,Maize and products,2011,0
Antigua and Barbuda,Production,Maize and products,2012,0
Antigua and Barbuda,Production,Maize and products,2013,0
Antigua and Barbuda,Import Quantity,Maize and products,1965,1000
Antigua and Barbuda,Import Quantity,Maize and products,1970,0
Antigua and Barbuda,Import Quantity,Maize and products,1975,1000
Antigua and Barbuda,Import Quantity,Maize and products,1980,1000
Antigua and Barbuda,Import Quantity,Maize and products,1985,0
Antigua and Barbuda,Import Quantity,Maize and products,1990,0
Antigua and Barbuda,Import Quantity,Maize and products,1995,0
Antigua and Barbuda,Import Quantity,Maize and products,2000,0
Antigua and Barbuda,Import Quantity,Maize and products,2005,0
Antigua and Barbuda,Import Quantity,Maize and products,2010,0
Antigua and Barbuda,Import Quantity,Maize and products,2011,0
Antigua and Barbuda,Import Quantity,Maize and products,2012,0
Antigua and Barbuda,Import Quantity,Maize and products,2013,0
Argentina,Total Population - Both sexes,Population,1965,22294000
Argentina,Total Population - Both sexes,Population,1970,23979000
Argentina,Total Population - Both sexes,Population,1975,26070000
Argentina,Total Population - Both sexes,Population,1980,28120000
Argentina,Total Population - Both sexes,Population,1985,30340000
Argentina,Total Population - Both sexes,Population,1990,32625000
Argentina,Total Population - Both sexes,Population,1995,34833000
Argentina,Total Population - Both sexes,Population,2000,36903000
Argentina,Total Population - Both sexes,Population,2005,38648000
Argentina,Total Population - Both sexes,Population,2010,40374000
Argentina,Total Population - Both sexes,Population,2011,40729000
Argentina,Total Population - Both sexes,Population,2012,41087000
Argentina,Total Population - Both sexes,Population,2013,41446000
Argentina,Production,Wheat and products,1965,6079000
Argentina,Production,Wheat and products,1970,4920000
Argentina,Production,Wheat and products,1975,8570000
Argentina,Production,Wheat and products,1980,7975000
Argentina,Production,Wheat and products,1985,8743000
Argentina,Production,Wheat and products,1990,11037000
Argentina,Production,Wheat and products,1995,9542000
Argentina,Production,Wheat and products,2000,16147000
Argentina,Production,Wheat and products,2005,12722000
Argentina,Production,Wheat and products,2010,16068000
Argentina,Production,Wheat and products,2011,14683000
Argentina,Production,Wheat and products,2012,8134000
Argentina,Production,Wheat and products,2013,9315000
Argentina,Import Quantity,Wheat and products,1965,0
Argentina,Import Quantity,Wheat and products,1970,0
Argentina,Import Quantity,Wheat and products,1975,0
Argentina,Import Quantity,Wheat and products,1980,9000
Argentina,Import Quantity,Wheat and products,1985,0
Argentina,Import Quantity,Wheat and products,1990,4000
Argentina,Import Quantity,Wheat and products,1995,60000
Argentina,Import Quantity,Wheat and products,2000,20000
Argentina,Import Quantity,Wheat and products,2005,6000
Argentina,Import Quantity,Wheat and products,2010,8000
Argentina,Import Quantity,Wheat and products,2011,7000
Argentina,Import Quantity,Wheat and products,2012,5000
Argentina,Import Quantity,Wheat and products,2013,4000
Argentina,Production,Rice (Milled Equivalent),1965,178000
Argentina,Production,Rice (Milled Equivalent),1970,271000
Argentina,Production,Rice (Milled Equivalent),1975,234000
Argentina,Production,Rice (Milled Equivalent),1980,177000
Argentina,Production,Rice (Milled Equivalent),1985,267000
Argentina,Production,Rice (Milled Equivalent),1990,286000
Argentina,Production,Rice (Milled Equivalent),1995,618000
Argentina,Production,Rice (Milled Equivalent),2000,603000
Argentina,Production,Rice (Milled Equivalent),2005,638000
Argentina,Production,Rice (Milled Equivalent),2010,829000
Argentina,Production,Rice (Milled Equivalent),2011,1166000
Argentina,Production,Rice (Milled Equivalent),2012,1046000
Argentina,Production,Rice (Milled Equivalent),2013,1043000
Argentina,Import Quantity,Rice (Milled Equivalent),1965,0
Argentina,Import Quantity,Rice (Milled Equivalent),1970,0
Argentina,Import Quantity,Rice (Milled Equivalent),1975,0
Argentina,Import Quantity,Rice (Milled Equivalent),1980,3000
Argentina,Import Quantity,Rice (Milled Equivalent),1985,0
Argentina,Import Quantity,Rice (Milled Equivalent),1990,1000
Argentina,Import Quantity,Rice (Milled Equivalent),1995,7000
Argentina,Import Quantity,Rice (Milled Equivalent),2000,16000
Argentina,Import Quantity,Rice (Milled Equivalent),2005,11000
Argentina,Import Quantity,Rice (Milled Equivalent),2010,16000
Argentina,Import Quantity,Rice (Milled Equivalent),2011,18000
Argentina,Import Quantity,Rice (Milled Equivalent),2012,13000
Argentina,Import Quantity,Rice (Milled Equivalent),2013,11000
Argentina,Production,Barley and products,1965,404000
Argentina,Production,Barley and products,1970,367000
Argentina,Production,Barley and products,1975,523000
Argentina,Production,Barley and products,1980,217000
Argentina,Production,Barley and products,1985,118000
Argentina,Production,Barley and products,1990,327000
Argentina,Production,Barley and products,1995,386000
Argentina,Production,Barley and products,2000,722000
Argentina,Production,Barley and products,2005,799000
Argentina,Production,Barley and products,2010,2964000
Argentina,Production,Barley and products,2011,4086000
Argentina,Production,Barley and products,2012,5158000
Argentina,Production,Barley and products,2013,4705000
Argentina,Import Quantity,Barley and products,1965,0
Argentina,Import Quantity,Barley and products,1970,0
Argentina,Import Quantity,Barley and products,1975,0
Argentina,Import Quantity,Barley and products,1980,1000
Argentina,Import Quantity,Barley and products,1985,0
Argentina,Import Quantity,Barley and products,1990,0
Argentina,Import Quantity,Barley and products,1995,40000
Argentina,Import Quantity,Barley and products,2000,49000
Argentina,Import Quantity,Barley and products,2005,2000
Argentina,Import Quantity,Barley and products,2010,3000
Argentina,Import Quantity,Barley and products,2011,6000
Argentina,Import Quantity,Barley and products,2012,4000
Argentina,Import Quantity,Barley and products,2013,2000
Argentina,Production,Maize and products,1965,5140000
Argentina,Production,Maize and products,1970,9360000
Argentina,Production,Maize and products,1975,7700000
Argentina,Production,Maize and products,1980,6400000
Argentina,Production,Maize and products,1985,11900000
Argentina,Production,Maize and products,1990,5400000
Argentina,Production,Maize and products,1995,11404000
Argentina,Production,Maize and products,2000,16781000
Argentina,Production,Maize and products,2005,20483000
Argentina,Production,Maize and products,2010,22663000
Argentina,Production,Maize and products,2011,23800000
Argentina,Production,Maize and products,2012,21197000
Argentina,Production,Maize and products,2013,32119000
Argentina,Import Quantity,Maize and products,1965,0
Argentina,Import Quantity,Maize and products,1970,0
Argentina,Import Quantity,Maize and products,1975,0
Argentina,Import Quantity,Maize and products,1980,0
Argentina,Import Quantity,Maize and products,1985,0
Argentina,Import Quantity,Maize and products,1990,1000
Argentina,Import Quantity,Maize and products,1995,6000
Argentina,Import Quantity,Maize and products,2000,14000
Argentina,Import Quantity,Maize and products,2005,5000
Argentina,Import Quantity,Maize and products,2010,9000
Argentina,Import Quantity,Maize and products,2011,6000
Argentina,Import Quantity,Maize and products,2012,8000
Argentina,Import Quantity,Maize and products,2013,3000
Argentina,Production,Millet and products,1965,113000
Argentina,Production,Millet and products,1970,125000
Argentina,Production,Millet and products,1975,200000
Argentina,Production,Millet and products,1980,188000
Argentina,Production,Millet and products,1985,158000
Argentina,Production,Millet and products,1990,65000
Argentina,Production,Millet and products,1995,65000
Argentina,Production,Millet and products,2000,48000
Argentina,Production,Millet and products,2005,16000
Argentina,Production,Millet and products,2010,9000
Argentina,Production,Millet and products,2011,8000
Argentina,Production,Millet and products,2012,17000
Argentina,Production,Millet and products,2013,11000
Argentina,Import Quantity,Millet and products,1965,0
Argentina,Import Quantity,Millet and products,1970,0
Argentina,Import Quantity,Millet and products,1975,0
Argentina,Import Quantity,Millet and products,1980,0
Argentina,Import Quantity,Millet and products,1985,0
Argentina,Import Quantity,Millet and products,1990,0
Argentina,Import Quantity,Millet and products,1995,0
Argentina,Import Quantity,Millet and products,2000,0
Argentina,Import Quantity,Millet and products,2005,0
Argentina,Import Quantity,Millet and products,2010,0
Argentina,Import Quantity,Millet and products,2011,0
Argentina,Import Quantity,Millet and products,2012,0
Argentina,Import Quantity,Millet and products,2013,0
Armenia,Total Population - Both sexes,Population,1995,3223000
Armenia,Total Population - Both sexes,Population,2000,3076000
Armenia,Total Population - Both sexes,Population,2005,3015000
Armenia,Total Population - Both sexes,Population,2010,2963000
Armenia,Total Population - Both sexes,Population,2011,2964000
Armenia,Total Population - Both sexes,Population,2012,2969000
Armenia,Total Population - Both sexes,Population,2013,2977000
Armenia,Production,Wheat and products,1995,154000
Armenia,Production,Wheat and products,2000,182000
Armenia,Production,Wheat and products,2005,266000
Armenia,Production,Wheat and products,2010,183000
Armenia,Production,Wheat and products,2011,224000
Armenia,Production,Wheat and products,2012,243000
Armenia,Production,Wheat and products,2013,312000
Armenia,Import Quantity,Wheat and products,1995,375000
Armenia,Import Quantity,Wheat and products,2000,432000
Armenia,Import Quantity,Wheat and products,2005,326000
Armenia,Import Quantity,Wheat and products,2010,353000
Armenia,Import Quantity,Wheat and products,2011,380000
Armenia,Import Quantity,Wheat and products,2012,496000
Armenia,Import Quantity,Wheat and products,2013,361000
Armenia,Import Quantity,Rice (Milled Equivalent),1995,4000
Armenia,Import Quantity,Rice (Milled Equivalent),2000,10000
Armenia,Import Quantity,Rice (Milled Equivalent),2005,14000
Armenia,Import Quantity,Rice (Milled Equivalent),2010,11000
Armenia,Import Quantity,Rice (Milled Equivalent),2011,9000
Armenia,Import Quantity,Rice (Milled Equivalent),2012,9000
Armenia,Import Quantity,Rice (Milled Equivalent),2013,10000
Armenia,Production,Barley and products,1995,89000
Armenia,Production,Barley and products,2000,33000
Armenia,Production,Barley and products,2005,111000
Armenia,Production,Barley and products,2010,119000
Armenia,Production,Barley and products,2011,178000
Armenia,Production,Barley and products,2012,170000
Armenia,Production,Barley and products,2013,189000
Armenia,Import Quantity,Barley and products,1995,1000
Armenia,Import Quantity,Barley and products,2000,4000
Armenia,Import Quantity,Barley and products,2005,6000
Armenia,Import Quantity,Barley and products,2010,42000
Armenia,Import Quantity,Barley and products,2011,23000
Armenia,Import Quantity,Barley and products,2012,1000
Armenia,Import Quantity,Barley and products,2013,9000
Armenia,Production,Maize and products,1995,4000
Armenia,Production,Maize and products,2000,6000
Armenia,Production,Maize and products,2005,14000
Armenia,Production,Maize and products,2010,13000
Armenia,Production,Maize and products,2011,19000
Armenia,Production,Maize and products,2012,19000
Armenia,Production,Maize and products,2013,21000
Armenia,Import Quantity,Maize and products,1995,0
Armenia,Import Quantity,Maize and products,2000,13000
Armenia,Import Quantity,Maize and products,2005,0
Armenia,Import Quantity,Maize and products,2010,49000
Armenia,Import Quantity,Maize and products,2011,52000
Armenia,Import Quantity,Maize and products,2012,39000
Armenia,Import Quantity,Maize and products,2013,82000
Armenia,Import Quantity,Millet and products,1995,0
Armenia,Import Quantity,Millet and products,2000,0
Armenia,Import Quantity,Millet and products,2005,0
Armenia,Import Quantity,Millet and products,2010,0
Armenia,Import Quantity,Millet and products,2011,0
Armenia,Import Quantity,Millet and products,2012,9000
Armenia,Import Quantity,Millet and products,2013,0
Australia,Total Population - Both sexes,Population,1965,11368000
Australia,Total Population - Both sexes,Population,1970,12905000
